,Area,city,district,Prywatne,Firmowe,Zwierzęta,Winda,Umeblowane,Poziom,Rooms,Parking,Zabudowa,Total_price
4601,42.0,łódź,śródmieście,1,0,0,0,1,-1,2,brak,pozostałe ,1490.0
4602,40.0,łódź,polesie,1,0,0,0,1,parter ,1,ulica,dom wolnostojący ,1800.0
4604,45.0,łódź,śródmieście,1,0,0,1,1,1 ,2,strzeżony,apartamentowiec ,3015.0
4605,45.0,łódź,bałuty,1,0,0,0,1,parter ,2,ulica,blok ,1780.0
4607,16.0,łódź,śródmieście,0,1,0,0,1,parter ,1,brak,kamienica ,1280.0
4610,25.0,łódź,górna,1,0,0,0,1,1 ,1,brak,kamienica ,1850.0
4611,23.0,łódź,widzew,1,0,0,0,1,2 ,1,brak,blok ,1690.0
4612,44.0,łódź,śródmieście,1,0,1,0,1,parter ,2,strzeżony,blok ,2700.0
4613,28.0,łódź,górna,0,1,0,0,1,parter ,1,brak,blok ,1750.0
4614,38.0,łódź,śródmieście,1,0,0,0,1,1 ,2,ulica,kamienica ,3250.0
4615,10.0,łódź,śródmieście,1,0,0,0,1,-1,2,brak,kamienica ,1230.0
4616,40.0,łódź,śródmieście,1,0,1,1,1,10 ,2,brak,blok ,2480.0
4617,20.0,łódź,polesie,1,0,0,0,1,parter ,1,ulica,blok ,1700.0
4620,69.0,łódź,polesie,0,1,1,1,1,2 ,3,garaż,apartamentowiec ,4600.0
4621,25.0,łódź,śródmieście,0,1,0,0,1,-1,1,brak,kamienica ,2400.0
4623,34.0,łódź,bałuty,1,0,0,0,1,1 ,2,brak,blok ,2070.0
4624,19.0,łódź,widzew,0,1,0,0,1,1 ,1,brak,kamienica ,1847.0
4626,20.0,łódź,bałuty,0,1,0,0,1,1 ,1,strzeżony,blok ,2100.0
4627,28.0,łódź,śródmieście,0,1,0,0,1,1 ,1,brak,blok ,1950.0
4628,38.0,łódź,bałuty,1,0,0,0,1,3 ,2,ulica,blok ,2200.0
4629,80.0,łódź,śródmieście,1,0,1,0,1,2 ,3,brak,kamienica ,5650.0
4630,28.0,łódź,widzew,1,0,0,0,1,2 ,1,brak,blok ,1850.0
4631,39.0,łódź,śródmieście,0,1,0,0,1,2 ,1,brak,blok ,2260.0
4635,38.0,łódź,bałuty,1,0,0,0,1,3 ,2,brak,blok ,1800.0
4636,51.0,łódź,widzew,0,1,0,0,1,3 ,2,ulica,blok ,2600.0
4637,21.0,łódź,śródmieście,0,1,0,0,1,-1,1,brak,szeregowiec ,1700.0
4638,57.0,łódź,widzew,1,0,0,1,1,-1,2,brak,loft ,3100.0
4639,36.0,łódź,śródmieście,0,1,1,0,1,1 ,2,brak,blok ,2490.0
4640,20.0,łódź,śródmieście,1,0,0,1,1,-1,1,brak,apartamentowiec ,1890.0
4642,20.0,łódź,śródmieście,0,1,0,0,1,1 ,1,brak,kamienica ,2100.0
4643,75.0,łódź,śródmieście,0,1,0,1,1,9 ,3,garaż,apartamentowiec ,7150.0
4644,43.0,łódź,bałuty,1,0,1,0,1,parter ,2,ulica,blok ,2950.0
4645,25.0,łódź,polesie,1,0,0,0,1,1 ,1,brak,kamienica ,1300.0
4647,18.0,łódź,śródmieście,0,1,0,0,1,2 ,1,brak,kamienica ,1540.0
4650,51.0,łódź,górna,1,0,0,0,1,parter ,2,brak,blok ,2000.0
4651,31.44,łódź,śródmieście,0,1,0,0,1,1 ,2,brak,kamienica ,2700.0
4652,48.0,łódź,śródmieście,1,0,0,1,1,1 ,2,garaż,apartamentowiec ,2750.0
4653,20.0,łódź,śródmieście,0,1,0,0,1,1 ,1,brak,kamienica ,2100.0
4655,52.0,łódź,widzew,1,0,0,1,1,2 ,2,garaż,apartamentowiec ,3400.0
4656,28.0,łódź,śródmieście,1,0,0,1,0,4 ,1,brak,apartamentowiec ,2000.0
4658,12.0,łódź,śródmieście,0,1,0,1,1,4 ,1,brak,kamienica ,1350.0
4659,31.0,łódź,polesie,1,0,0,1,1,6 ,1,brak,blok ,1757.0
4660,45.0,łódź,śródmieście,0,1,1,1,1,2 ,2,ulica,apartamentowiec ,2745.0
4661,45.0,łódź,polesie,1,0,0,1,1,5 ,2,garaż,blok ,3250.0
4662,17.0,łódź,śródmieście,1,0,1,0,1,3 ,1,identyfikator do strefy płatnego parkowania,kamienica ,1800.0
4664,21.0,łódź,śródmieście,0,1,0,0,1,3 ,1,brak,blok ,2200.0
4665,25.0,łódź,górna,1,0,0,0,1,powyżej 10 ,1,brak,blok ,2000.0
4666,16.0,łódź,widzew,1,0,0,1,1,6 ,1,brak,blok ,1590.0
4667,22.0,łódź,górna,1,0,0,0,1,5 ,1,ulica,blok ,1192.0
4668,24.0,łódź,śródmieście,1,0,0,0,1,2 ,1,brak,blok ,1603.0
4670,18.0,łódź,śródmieście,1,0,0,0,1,1 ,1,brak,kamienica ,1800.0
4672,73.46,łódź,śródmieście,0,1,1,1,1,1 ,3,garaż,apartamentowiec ,4125.0
4673,44.0,łódź,bałuty,0,1,0,1,1,2 ,2,garaż,apartamentowiec ,3234.0
4674,38.0,łódź,śródmieście,1,0,1,1,1,6 ,2,ulica,blok ,2200.0
4675,43.0,łódź,śródmieście,0,1,0,1,1,3 ,2,brak,apartamentowiec ,3300.0
4676,25.0,łódź,śródmieście,1,0,1,0,1,parter ,1,brak,kamienica ,2050.0
4678,40.0,łódź,bałuty,1,0,1,1,1,2 ,2,brak,apartamentowiec ,2700.0
4679,48.5,łódź,śródmieście,1,0,1,1,1,1 ,2,garaż,apartamentowiec ,3060.0
4680,42.2,łódź,polesie,0,1,0,0,1,2 ,2,brak,blok ,73250.0
4681,27.95,łódź,śródmieście,0,1,0,1,1,1 ,1,brak,apartamentowiec ,2450.0
4683,28.0,łódź,śródmieście,1,0,1,1,1,2 ,1,brak,apartamentowiec ,2400.0
4684,41.0,łódź,śródmieście,1,0,0,1,1,4 ,2,ulica,blok ,3300.0
4688,28.0,łódź,górna,1,0,0,1,1,2 ,1,ulica,blok ,2035.0
4689,48.0,łódź,widzew,1,0,0,0,1,2 ,3,brak,blok ,3100.0
4690,45.0,łódź,górna,1,0,0,0,1,2 ,2,brak,kamienica ,2191.0
4691,53.0,łódź,bałuty,1,0,0,0,1,3 ,3,ulica,blok ,3100.0
4692,57.0,łódź,śródmieście,1,0,1,1,1,1 ,2,brak,apartamentowiec ,2820.0
4693,55.0,łódź,śródmieście,0,1,0,1,1,-1,2,garaż,apartamentowiec ,4450.0
4696,38.0,łódź,widzew,1,0,0,0,1,8 ,1,brak,blok ,2030.0
4697,25.0,łódź,górna,0,1,0,0,1,2 ,1,brak,kamienica ,1555.0
4698,42.0,łódź,bałuty,1,0,1,1,1,2 ,2,garaż,blok ,2820.0
4699,48.0,łódź,bałuty,1,0,0,0,1,3 ,2,brak,blok ,2700.0
4700,32.0,łódź,śródmieście,1,0,1,0,1,3 ,1,ulica,blok ,2200.0
4701,60.0,łódź,bałuty,1,0,0,0,1,1 ,3,garaż,apartamentowiec ,3280.0
4702,45.0,łódź,śródmieście,1,0,0,1,1,1 ,2,strzeżony,apartamentowiec ,3015.0
4703,28.0,łódź,górna,0,1,0,0,1,parter ,1,brak,blok ,1750.0
4704,23.0,łódź,śródmieście,0,1,0,0,1,-1,1,brak,kamienica ,2050.0
4705,20.0,łódź,śródmieście,1,0,0,1,1,-1,1,brak,apartamentowiec ,1890.0
4706,73.0,łódź,śródmieście,0,1,0,0,1,parter ,3,ulica,kamienica ,4050.0
4707,15.9,łódź,górna,0,1,1,0,1,3 ,1,brak,kamienica ,1300.0
4709,48.0,łódź,śródmieście,1,0,0,0,1,1 ,2,garaż,blok ,2100.0
4714,33.0,łódź,śródmieście,1,0,0,0,1,2 ,1,brak,kamienica ,1840.0
4716,85.0,łódź,śródmieście,1,0,0,0,1,3 ,3,identyfikator do strefy płatnego parkowania,kamienica ,3290.0
4717,38.0,łódź,śródmieście,1,0,0,1,1,parter ,2,ulica,blok ,3000.0
4718,16.0,łódź,śródmieście,0,1,0,0,1,2 ,1,brak,kamienica ,1900.0
4719,37.0,łódź,polesie,1,0,0,1,1,4 ,2,brak,apartamentowiec ,2600.0
4720,21.0,łódź,śródmieście,0,1,0,0,1,3 ,1,brak,blok ,1690.0
4721,17.0,łódź,bałuty,0,1,1,0,1,2 ,1,brak,kamienica ,1810.0
4722,40.0,łódź,górna,0,1,1,0,0,-1,2,brak,kamienica ,1000.0
4723,40.0,łódź,bałuty,1,0,1,1,1,parter ,1,strzeżony,blok ,2100.0
4724,69.0,łódź,bałuty,1,0,0,0,1,1 ,3,garaż,blok ,2900.0
4726,49.0,łódź,górna,1,0,0,0,1,1 ,2,brak,blok ,1850.0
4727,23.0,łódź,bałuty,1,0,0,0,1,1 ,1,ulica,blok ,1900.0
4728,15.0,łódź,śródmieście,1,0,0,0,1,parter ,1,brak,kamienica ,1800.0
4729,55.0,łódź,bałuty,1,0,0,1,1,1 ,3,strzeżony,apartamentowiec ,3200.0
4730,30.0,łódź,bałuty,1,0,0,1,1,7 ,2,ulica,blok ,2500.0
4731,30.0,łódź,śródmieście,1,0,1,0,1,2 ,1,brak,kamienica ,1800.0
4732,15.0,łódź,polesie,1,0,1,0,1,parter ,1,ulica,kamienica ,1750.0
4733,53.0,łódź,śródmieście,0,1,0,1,1,3 ,2,brak,apartamentowiec ,3210.0
4734,20.0,łódź,śródmieście,1,0,1,0,1,1 ,1,ulica,kamienica ,1620.0
4735,45.0,łódź,bałuty,0,1,0,1,1,1 ,3,brak,apartamentowiec ,3200.0
4736,21.0,łódź,górna,0,1,1,0,1,3 ,1,ulica,kamienica ,1000.0
4737,35.86,łódź,widzew,0,1,1,1,1,2 ,2,ulica,apartamentowiec ,2600.0
4739,30.0,łódź,śródmieście,1,0,0,0,1,3 ,1,brak,apartamentowiec ,1550.0
4740,52.0,łódź,śródmieście,1,0,0,1,1,2 ,2,garaż,apartamentowiec ,3320.0
4741,20.0,łódź,śródmieście,1,0,0,0,1,parter ,1,brak,blok ,1110.0
4742,50.5,łódź,widzew,1,0,0,0,1,4 ,2,brak,blok ,2325.0
4743,39.0,łódź,śródmieście,1,0,0,1,1,4 ,2,garaż,apartamentowiec ,2300.0
4744,40.0,łódź,bałuty,1,0,1,1,1,2 ,2,brak,apartamentowiec ,2700.0
4745,39.0,łódź,śródmieście,1,0,0,0,1,3 ,2,brak,kamienica ,2450.0
4746,45.0,łódź,bałuty,0,1,0,1,1,2 ,3,brak,apartamentowiec ,3200.0
