,Area,city,district,Prywatne,Firmowe,Zwierzęta,Winda,Umeblowane,Poziom,Rooms,Parking,Zabudowa,Total_price
6038,48.0,poznań,ogrody,1,0,0,0,1,1 ,2,brak,dom wolnostojący ,2500.0
6041,25.0,poznań,łazarz,1,0,0,0,1,3 ,1,brak,kamienica ,2300.0
6042,24.3,poznań,rataje,1,0,1,1,1,1 ,1,brak,blok ,2450.0
6043,30.0,poznań,stare miasto,1,0,0,0,1,4 ,1,brak,blok ,2225.0
6048,51.0,poznań,wilda,1,0,1,1,1,4 ,2,garaż,apartamentowiec ,4450.0
6049,47.0,poznań,rataje,1,0,1,0,0,2 ,3,brak,blok ,3600.0
6050,24.29,poznań,łacina,1,0,1,1,1,3 ,1,brak,blok ,2500.0
6051,33.31,poznań,łacina,1,0,1,0,1,1 ,2,brak,blok ,3190.0
6055,33.3,poznań,rataje,1,0,1,1,1,2 ,2,brak,blok ,3370.0
6059,49.0,poznań,grunwald,1,0,1,0,1,1 ,3,ulica,blok ,3772.0
6062,44.0,poznań,komandoria,1,0,1,0,1,3 ,3,strzeżony,blok ,3980.0
6063,37.0,poznań,grunwald,1,0,0,0,1,parter ,2,brak,blok ,2960.0
6064,56.0,poznań,jeżyce,1,0,0,1,1,9 ,2,garaż,apartamentowiec ,4280.0
6065,41.55,poznań,starołęka,0,1,0,1,1,8 ,2,ulica,blok ,3058.0
6068,40.5,poznań,stare miasto,1,0,0,1,1,4 ,2,garaż,apartamentowiec ,3247.0
6069,38.0,poznań,winiary,1,0,0,0,1,3 ,2,ulica,blok ,2544.0
6072,28.0,poznań,ogrody,1,0,1,1,1,7 ,2,brak,blok ,2570.0
6074,42.0,poznań,piątkowo,1,0,0,0,1,3 ,1,brak,kamienica ,2300.0
6075,43.0,poznań,piątkowo,1,0,1,1,1,powyżej 10 ,2,ulica,blok ,2658.0
6076,27.4,poznań,jeżyce,1,0,0,1,1,2 ,1,brak,apartamentowiec ,2500.0
6081,28.0,poznań,wilda,1,0,0,1,1,3 ,1,ulica,apartamentowiec ,2560.0
6082,24.26,poznań,łacina,1,0,1,1,1,5 ,1,brak,blok ,2550.0
6084,39.0,poznań,stare miasto,0,1,0,0,1,5 ,1,brak,blok ,2750.0
6085,37.0,poznań,starołęka,1,0,0,1,1,10 ,2,strzeżony,blok ,3195.0
6087,130.0,poznań,wilda,1,0,0,0,0,1 ,4,brak,kamienica ,3350.0
6088,42.0,poznań,grunwald,1,0,0,1,1,1 ,2,garaż,blok ,2800.0
6089,30.3,poznań,ogrody,1,0,0,1,1,8 ,1,ulica,blok ,2500.0
6091,30.0,poznań,łazarz,1,0,0,1,1,parter ,1,ulica,kamienica ,3000.0
6092,25.0,poznań,chartowo,0,1,0,1,1,2 ,1,brak,blok ,2101.0
6094,24.29,poznań,łacina,1,0,1,1,1,3 ,1,brak,blok ,2500.0
6100,17.0,poznań,stare miasto,1,0,0,0,1,-1,1,identyfikator do strefy płatnego parkowania ,kamienica ,1551.0
6101,27.0,poznań,piątkowo,1,0,0,1,1,3 ,1,brak,apartamentowiec ,2900.0
6102,86.0,poznań,łazarz,0,1,0,0,0,parter ,3,brak,pozostałe ,6090.0
6104,33.17,poznań,rataje,1,0,1,1,1,parter ,2,brak,blok ,3070.0
6106,41.0,poznań,ławica,1,0,1,1,1,parter ,2,garaż,blok ,3270.0
6107,30.0,poznań,jeżyce,1,0,0,0,1,3 ,2,brak,kamienica ,3077.0
6108,38.0,poznań,grunwald,1,0,0,0,1,1 ,2,ulica,blok ,2750.0
6109,25.0,poznań,starołęka,1,0,0,0,1,1 ,1,ulica,dom wolnostojący ,1800.0
6110,92.0,poznań,łacina,0,1,0,0,1,9 ,4,garaż,blok ,7180.0
6112,28.0,poznań,górczyn,1,0,0,0,1,1 ,1,ulica,dom wolnostojący ,2250.0
6114,80.0,poznań,wilda,0,1,1,0,1,parter ,3,brak,kamienica ,3600.0
6115,33.17,poznań,łacina,1,0,1,1,1,parter ,2,garaż,apartamentowiec ,3070.0
6119,41.0,poznań,rataje,1,0,0,1,1,5 ,2,garaż,blok ,3500.0
6122,40.6,poznań,rataje,0,1,0,1,1,parter ,2,ulica,blok ,2860.0
6124,36.48,poznań,rataje,1,0,1,1,1,3 ,2,brak,blok ,3280.0
6125,55.0,poznań,łacina,1,0,0,1,1,3 ,2,garaż,blok ,2980.0
6126,50.0,poznań,górczyn,1,0,0,1,1,9 ,2,brak,blok ,2400.0
6127,36.0,poznań,jeżyce,0,1,0,0,1,2 ,2,identyfikator do strefy płatnego parkowania,kamienica ,2600.0
6135,48.0,poznań,piątkowo,1,0,0,1,1,7 ,2,brak,blok ,3150.0
6136,24.3,poznań,rataje,1,0,1,1,1,2 ,1,garaż,blok ,2380.0
6137,33.0,poznań,łacina,1,0,1,1,1,parter ,2,garaż,apartamentowiec ,3060.0
6138,28.0,poznań,starołęka,1,0,0,0,1,1 ,1,strzeżony,dom wolnostojący ,1701.0
6139,24.29,poznań,łacina,1,0,1,1,1,3 ,1,brak,blok ,2500.0
6140,26.0,poznań,górczyn,1,0,0,0,1,1 ,1,ulica,dom wolnostojący ,2150.0
6142,48.22,poznań,junikowo,0,1,0,1,1,1 ,3,brak,blok ,3800.0
6143,25.0,poznań,wilda,1,0,0,0,1,3 ,1,brak,kamienica ,1700.0
6144,33.1,poznań,łacina,1,0,1,1,1,2 ,2,brak,blok ,3240.0
6145,50.0,poznań,stare miasto,1,0,0,1,1,2 ,2,garaż,apartamentowiec ,3900.0
6151,25.0,poznań,rataje,0,1,0,1,1,3 ,1,brak,apartamentowiec ,2500.0
6152,42.0,poznań,piątkowo,1,0,0,0,1,3 ,1,brak,kamienica ,2300.0
6153,39.0,poznań,górczyn,1,0,0,0,1,1 ,1,brak,dom wolnostojący ,2950.0
6156,32.0,poznań,winogrady,1,0,0,0,1,8 ,1,brak,blok ,1850.0
6157,43.0,poznań,naramowice,1,0,0,1,1,2 ,2,garaż,blok ,3000.0
6158,37.0,poznań,wilda,1,0,0,1,1,4 ,2,brak,kamienica ,3250.0
6160,60.0,poznań,jeżyce,1,0,1,0,0,2 ,2,brak,blok ,3000.0
6164,35.0,poznań,starołęka,1,0,1,1,1,parter ,1,ulica,blok ,2750.0
6165,41.0,poznań,ławica,1,0,1,1,1,parter ,2,garaż,blok ,3270.0
6166,15.0,poznań,jeżyce,1,0,0,0,1,1 ,3,brak,dom wolnostojący ,800.0
6168,47.0,poznań,jeżyce,1,0,1,1,1,2 ,2,garaż,blok ,3350.0
6169,37.0,poznań,grunwald,1,0,0,0,1,parter ,2,brak,blok ,2960.0
6170,38.0,poznań,winogrady,0,1,0,0,1,parter ,1,brak,blok ,2201.0
6175,65.0,poznań,grunwald,1,0,0,1,1,2 ,3,garaż,blok ,4200.0
6176,24.0,poznań,łazarz,0,1,1,0,0,5 ,1,ulica,kamienica ,24786.0
6177,55.0,poznań,łacina,1,0,0,1,1,3 ,2,garaż,blok ,2980.0
6178,37.0,poznań,jeżyce,1,0,0,1,1,3 ,2,garaż,blok ,2800.0
6179,48.0,poznań,podolany,1,0,0,1,1,2 ,2,garaż,apartamentowiec ,3400.0
6185,45.0,poznań,jeżyce,1,0,0,0,1,1 ,2,ulica,blok ,3600.0
6186,38.0,poznań,łazarz,1,0,0,0,1,5 ,2,brak,kamienica ,2100.0
6188,52.0,poznań,grunwald,1,0,1,1,1,4 ,3,brak,blok ,3350.0
6191,38.1,poznań,winogrady,1,0,0,1,1,4 ,2,brak,blok ,2650.0
6192,25.0,poznań,łazarz,1,0,0,0,1,1 ,1,identyfikator do strefy płatnego parkowania,kamienica ,2480.0
6197,36.48,poznań,łacina,1,0,1,1,1,3 ,2,brak,blok ,3280.0
6198,33.0,poznań,łacina,1,0,1,1,1,1 ,2,brak,blok ,3190.0
6199,90.0,poznań,łazarz,1,0,0,0,1,parter ,3,brak,kamienica ,3500.0
6201,44.0,poznań,śródka,1,0,0,1,1,parter ,2,ulica,blok ,3120.0
6204,37.0,poznań,starołęka,1,0,0,1,1,10 ,2,strzeżony,blok ,3195.0
6205,80.0,poznań,starołęka,1,0,0,0,1,parter ,3,ulica,dom wolnostojący ,3500.0
6206,45.0,poznań,naramowice,1,0,1,1,1,5 ,2,garaż,blok ,3510.0
6207,62.3,poznań,junikowo,0,1,0,0,1,1 ,3,brak,szeregowiec ,3350.0
6208,120.0,poznań,łazarz,0,1,1,0,1,3 ,4,brak,blok ,4850.0
6210,42.2,poznań,górczyn,1,0,0,1,1,8 ,2,brak,blok ,2500.0
6211,33.1,poznań,rataje,1,0,1,1,1,2 ,2,garaż,blok ,3190.0
6215,55.0,poznań,górczyn,1,0,1,0,0,parter ,2,brak,dom wolnostojący ,2500.0
6216,25.0,poznań,górczyn,1,0,0,0,1,-1,1,brak,kamienica ,2400.0
6217,27.0,poznań,piątkowo,1,0,0,1,1,3 ,1,brak,apartamentowiec ,2900.0
6218,15.0,poznań,jeżyce,1,0,0,0,1,1 ,3,brak,dom wolnostojący ,800.0
6219,33.0,poznań,łacina,1,0,1,1,1,parter ,2,brak,apartamentowiec ,3060.0
6220,32.0,poznań,komandoria,1,0,0,1,1,1 ,1,brak,apartamentowiec ,2700.0
6222,37.0,poznań,naramowice,1,0,0,0,0,1 ,2,ulica,dom wolnostojący ,2000.0
6227,58.0,poznań,jeżyce,0,1,0,0,1,3 ,3,brak,kamienica ,3150.0
6229,42.0,poznań,grunwald,1,0,0,1,1,1 ,2,garaż,blok ,2800.0
6230,22.0,poznań,smochowice,1,0,1,0,1,2 ,1,ulica,kamienica ,1400.0
6231,65.0,poznań,naramowice,1,0,0,0,1,2 ,2,ulica,szeregowiec ,2500.0
6234,24.33,poznań,rataje,1,0,1,1,1,2 ,1,brak,blok ,2550.0
6235,24.3,poznań,rataje,1,0,1,1,1,1 ,1,garaż,blok ,2380.0
6238,39.0,poznań,wilda,1,0,0,0,1,1 ,2,strzeżony,blok ,2840.0
6239,40.0,poznań,naramowice,1,0,0,1,1,1 ,2,garaż,apartamentowiec ,2590.0
6242,49.5,poznań,winogrady,1,0,0,0,1,1 ,3,brak,blok ,3300.0
6243,32.0,poznań,winogrady,1,0,0,1,1,7 ,1,strzeżony,blok ,2322.0
6249,32.98,poznań,rataje,1,0,1,1,1,parter ,2,brak,blok ,3060.0
6250,46.0,poznań,stare miasto,1,0,0,1,1,parter ,2,brak,blok ,2900.0
6251,32.98,poznań,rataje,1,0,1,1,1,parter ,2,garaż,blok ,3060.0
6252,47.6,poznań,winogrady,1,0,0,0,1,1 ,3,brak,blok ,3410.0
6254,67.0,poznań,stare miasto,0,1,0,0,1,2 ,3,brak,blok ,3730.0
6255,24.4,poznań,łacina,1,0,1,1,1,1 ,1,brak,blok ,2490.0
6256,17.0,poznań,stare miasto,1,0,0,0,1,-1,1,identyfikator do strefy płatnego parkowania ,kamienica ,1551.0
6257,25.0,poznań,sołacz,1,0,0,1,1,3 ,1,brak,apartamentowiec ,2300.0
6258,28.0,poznań,ogrody,1,0,1,0,1,parter ,1,ulica,dom wolnostojący ,2405.0
6260,73.0,poznań,piątkowo,0,1,0,0,1,2 ,4,brak,blok ,4200.0
6261,21.0,poznań,starołęka,1,0,0,0,1,3 ,1,brak,kamienica ,1100.0
6262,43.71,poznań,stare miasto,1,0,0,0,1,2 ,1,identyfikator do strefy płatnego parkowania,kamienica ,2200.0
6263,38.0,poznań,grunwald,0,1,0,0,1,3 ,2,brak,blok ,2400.0
6269,28.0,poznań,wilda,1,0,0,1,1,3 ,1,ulica,apartamentowiec ,2560.0
6270,27.0,poznań,łazarz,1,0,0,0,1,1 ,1,brak,kamienica ,2450.0
6271,33.1,poznań,rataje,1,0,1,1,1,1 ,2,garaż,blok ,3190.0
6272,51.0,poznań,junikowo,1,0,0,0,1,2 ,2,ulica,apartamentowiec ,3200.0
6276,27.0,poznań,winogrady,1,0,0,1,1,4 ,1,brak,blok ,2600.0
6280,33.0,poznań,łacina,1,0,1,1,1,parter ,2,garaż,apartamentowiec ,3060.0
6282,51.0,poznań,wilda,1,0,1,1,1,4 ,2,garaż,apartamentowiec ,4450.0
6283,46.0,poznań,grunwald,0,1,0,0,1,3 ,3,brak,blok ,2800.0
6287,28.0,poznań,winiary,1,0,0,1,1,6 ,1,brak,blok ,2350.0
6288,23.0,poznań,wilda,1,0,1,0,1,4 ,1,identyfikator do strefy płatnego parkowania,kamienica ,2290.0
6290,33.17,poznań,rataje,1,0,1,1,1,parter ,2,brak,blok ,3070.0
6291,33.22,poznań,rataje,0,1,1,1,1,1 ,2,brak,blok ,3190.0
6292,33.17,poznań,rataje,1,0,1,1,1,parter ,2,garaż,blok ,3070.0
6293,38.0,poznań,rataje,0,1,0,1,1,3 ,2,ulica,blok ,3050.0
6294,22.0,poznań,smochowice,1,0,1,0,1,2 ,1,ulica,kamienica ,1400.0
6295,36.0,poznań,jeżyce,0,1,0,0,1,-1,1,brak,apartamentowiec ,2950.0
6296,26.9,poznań,naramowice,1,0,0,1,1,3 ,1,brak,blok ,2700.0
6297,78.8,poznań,jeżyce,0,1,1,0,1,3 ,3,brak,kamienica ,1601.0
6298,42.0,poznań,śródka,1,0,0,1,1,3 ,2,garaż,blok ,3000.0
6300,27.0,poznań,łazarz,0,1,0,0,1,2 ,1,brak,blok ,2400.0
6303,20.0,poznań,smochowice,1,0,0,0,1,parter ,1,ulica,dom wolnostojący ,2300.0
6306,33.17,poznań,rataje,1,0,1,1,1,parter ,2,garaż,blok ,3070.0
6308,50.0,poznań,górczyn,1,0,0,1,1,9 ,2,brak,blok ,2400.0
6309,36.7,poznań,grunwald,0,1,1,0,0,1 ,2,garaż,blok ,2905.0
6311,42.0,poznań,piątkowo,1,0,0,0,1,3 ,2,brak,apartamentowiec ,3000.0
6312,14.0,poznań,stare miasto,1,0,1,0,1,1 ,3,brak,blok ,1500.0
6313,33.17,poznań,rataje,1,0,1,1,1,parter ,2,garaż,blok ,3070.0
6314,47.0,poznań,winogrady,1,0,0,0,1,4 ,3,ulica,blok ,3690.0
6316,42.0,poznań,chartowo,1,0,0,1,0,2 ,2,garaż,apartamentowiec ,3400.0
6320,54.5,poznań,stare miasto,1,0,0,0,1,3 ,2,brak,kamienica ,3510.0
6321,70.0,poznań,rataje,1,0,1,1,1,10 ,3,ulica,blok ,4450.0
6322,32.0,poznań,podolany,1,0,1,1,1,1 ,2,garaż,apartamentowiec ,2099.0
6323,45.5,poznań,rataje,1,0,0,1,1,powyżej 10 ,2,garaż,apartamentowiec ,3600.0
6324,50.0,poznań,rataje,1,0,1,0,1,3 ,3,brak,blok ,3050.0
6325,29.6,poznań,rataje,1,0,1,1,1,4 ,2,garaż,blok ,3040.0
6328,27.0,poznań,winogrady,1,0,0,0,1,1 ,1,brak,blok ,2150.0
6329,16.0,poznań,łazarz,1,0,1,0,1,1 ,1,brak,kamienica ,2150.0
6330,32.0,poznań,winogrady,1,0,0,1,1,1 ,1,brak,blok ,2300.0
6331,27.0,poznań,ogrody,1,0,0,1,1,3 ,1,garaż,blok ,2600.0
6333,29.0,poznań,winogrady,1,0,0,1,1,6 ,1,strzeżony,apartamentowiec ,2750.0
6334,37.0,poznań,komandoria,1,0,1,0,1,1 ,1,brak,apartamentowiec ,2850.0
6335,17.0,poznań,strzeszyn,1,0,1,0,1,1 ,1,ulica,apartamentowiec ,1400.0
6336,36.0,poznań,strzeszyn,1,0,1,0,1,parter ,2,strzeżony,blok ,2800.0
6337,32.0,poznań,starołęka,1,0,1,0,1,parter ,1,brak,blok ,2600.0
6338,45.0,poznań,wilda,0,1,0,0,1,1 ,2,brak,kamienica ,2800.0
6340,72.0,poznań,grunwald,1,0,0,0,1,2 ,2,ulica,kamienica ,3200.0
6342,31.0,poznań,naramowice,1,0,0,0,1,2 ,1,ulica,blok ,2600.0
6343,21.0,poznań,grunwald,0,1,0,0,1,2 ,1,brak,kamienica ,2000.0
6344,24.48,poznań,łacina,1,0,0,1,1,1 ,1,garaż,apartamentowiec ,2510.0
6346,41.0,poznań,ławica,1,0,1,1,1,parter ,2,garaż,blok ,3270.0
6347,62.0,poznań,wilda,1,0,1,0,1,4 ,2,identyfikator do strefy płatnego parkowania,apartamentowiec ,4000.0
6348,28.0,poznań,ogrody,1,0,1,1,1,7 ,2,brak,blok ,2570.0
6350,31.0,poznań,jeżyce,1,0,1,1,1,3 ,2,garaż,blok ,3090.0
6351,35.0,poznań,jeżyce,1,0,0,1,1,parter ,2,garaż,apartamentowiec ,4000.0
6354,70.0,poznań,grunwald,1,0,0,0,1,2 ,2,ulica,kamienica ,3200.0
6355,46.42,poznań,jeżyce,1,0,0,1,1,6 ,2,garaż,apartamentowiec ,3800.0
6358,65.0,poznań,naramowice,0,1,0,0,1,1 ,2,brak,blok ,3050.0
6359,32.0,poznań,piątkowo,1,0,0,1,1,4 ,1,ulica,blok ,2350.0
6360,50.0,poznań,wilda,1,0,0,0,1,4 ,3,brak,blok ,3600.0
6361,28.0,poznań,jeżyce,1,0,0,0,0,2 ,1,brak,blok ,1990.0
6362,34.0,poznań,rataje,1,0,1,1,1,2 ,1,garaż,blok ,2800.0
6363,20.0,poznań,rataje,0,1,0,1,1,4 ,1,brak,blok ,2100.0
6366,33.22,poznań,rataje,1,0,1,1,1,-1,2,brak,blok ,3190.0
6368,20.0,poznań,jeżyce,1,0,0,0,1,2 ,1,brak,kamienica ,2000.0
6370,38.0,poznań,strzeszyn,1,0,0,1,1,3 ,2,garaż,blok ,3000.0
6371,16.0,poznań,łazarz,1,0,1,0,1,1 ,1,brak,kamienica ,2150.0
6372,38.1,poznań,winogrady,1,0,0,1,1,4 ,2,brak,blok ,2650.0
6374,25.0,poznań,łazarz,1,0,0,0,1,1 ,1,identyfikator do strefy płatnego parkowania,kamienica ,2480.0
6375,33.12,poznań,rataje,1,0,1,1,1,2 ,2,brak,blok ,3190.0
6376,20.0,poznań,stare miasto,1,0,0,0,1,4 ,1,brak,kamienica ,1950.0
6377,53.0,poznań,łacina,1,0,1,0,1,4 ,2,garaż,blok ,3700.0
6379,21.0,poznań,stare miasto,1,0,0,0,1,1 ,1,brak,kamienica ,1000.0
6380,33.0,poznań,podolany,1,0,1,1,1,2 ,1,ulica,blok ,2444.0
6381,26.8,poznań,piątkowo,0,1,1,0,0,2 ,1,brak,blok ,1700.0
6382,30.0,poznań,jeżyce,1,0,0,0,1,5 ,1,brak,kamienica ,2400.0
6383,60.0,poznań,łazarz,1,0,0,0,1,1 ,2,ulica,kamienica ,3000.0
6384,51.0,poznań,grunwald,1,0,0,1,1,parter ,2,strzeżony,blok ,3054.0
6385,64.0,poznań,warszawskie,0,1,1,0,1,2 ,3,brak,blok ,3499.0
6386,49.5,poznań,winogrady,1,0,0,0,1,1 ,3,brak,blok ,3300.0
6389,48.0,poznań,jeżyce,1,0,1,1,1,3 ,2,strzeżony,blok ,2800.0
6392,48.0,poznań,stare miasto,1,0,0,0,1,3 ,3,brak,blok ,2600.0
6393,51.32,poznań,naramowice,1,0,1,1,1,4 ,2,ulica,apartamentowiec ,3180.0
6394,60.0,poznań,naramowice,1,0,0,0,1,-1,1,brak,szeregowiec ,1600.0
6396,30.0,poznań,jeżyce,1,0,0,0,1,3 ,2,brak,kamienica ,3077.0
6397,52.0,poznań,piątkowo,0,1,0,0,1,parter ,2,brak,blok ,3100.0
6398,26.0,poznań,stare miasto,1,0,1,0,1,3 ,1,brak,blok ,1930.0
6399,31.0,poznań,rataje,1,0,0,1,1,parter ,1,brak,loft ,1950.0
6403,47.0,poznań,stare miasto,0,1,0,0,1,3 ,2,brak,kamienica ,1501.0
6405,47.3,poznań,winogrady,1,0,0,0,1,2 ,3,ulica,blok ,3250.0
6407,49.0,poznań,naramowice,1,0,0,1,1,1 ,2,ulica,blok ,3000.0
6408,24.33,poznań,rataje,1,0,1,1,1,3 ,1,garaż,blok ,2450.0
6409,35.0,poznań,naramowice,0,1,0,1,1,4 ,2,garaż,blok ,2985.0
6411,25.0,poznań,stare miasto,1,0,0,1,1,5 ,1,garaż,apartamentowiec ,48721.0
6412,50.0,poznań,jeżyce,1,0,0,1,1,1 ,3,garaż,apartamentowiec ,3700.0
6413,55.0,poznań,grunwald,1,0,0,1,1,1 ,2,garaż,blok ,3200.0
6414,45.0,poznań,grunwald,1,0,0,1,1,-1,2,brak,blok ,3150.0
6415,50.0,poznań,naramowice,0,1,0,0,1,parter ,2,ulica,szeregowiec ,3000.0
6418,86.0,poznań,łazarz,0,1,0,0,0,parter ,3,brak,pozostałe ,6090.0
6420,43.0,poznań,jeżyce,1,0,0,1,1,4 ,2,brak,blok ,3340.0
6422,37.05,poznań,starołęka,1,0,0,1,1,-1,2,garaż,apartamentowiec ,3400.0
6424,27.0,poznań,łazarz,1,0,0,0,1,1 ,1,brak,kamienica ,2450.0
6425,48.0,poznań,naramowice,1,0,0,0,1,2 ,4,brak,dom wolnostojący ,2750.0
6427,28.0,poznań,stare miasto,0,1,0,0,1,-1,1,identyfikator do strefy płatnego parkowania ,kamienica ,1800.0
6428,30.0,poznań,naramowice,1,0,0,0,1,1 ,1,garaż,blok ,2650.0
6429,52.0,poznań,winogrady,1,0,0,1,1,1 ,2,brak,blok ,3364.0
6430,30.0,poznań,sołacz,1,0,1,0,1,2 ,1,brak,kamienica ,1700.0
6432,31.0,poznań,górczyn,1,0,1,1,1,parter ,2,garaż,blok ,3000.0
6435,42.0,poznań,grunwald,1,0,0,0,1,2 ,2,brak,apartamentowiec ,3000.0
6436,25.0,poznań,stare miasto,1,0,0,1,1,5 ,1,garaż,apartamentowiec ,48721.0
6437,31.0,poznań,jeżyce,1,0,1,1,1,3 ,2,garaż,blok ,3090.0
6439,25.0,poznań,strzeszyn,1,0,0,0,0,parter ,1,brak,blok ,1550.0
6443,73.0,poznań,rataje,0,1,0,1,1,5 ,3,garaż,blok ,4830.0
6448,40.0,poznań,łazarz,1,0,0,0,1,1 ,1,ulica,kamienica ,2400.0
6449,55.0,poznań,łacina,1,0,0,1,1,3 ,2,garaż,blok ,2980.0
6450,49.5,poznań,winogrady,1,0,0,0,1,1 ,3,brak,blok ,3300.0
6451,15.0,poznań,jeżyce,1,0,0,0,1,1 ,1,strzeżony,kamienica ,1989.0
6452,28.0,poznań,stare miasto,1,0,0,0,1,parter ,1,ulica,blok ,1000.0
6453,55.09,poznań,łacina,1,0,1,1,1,5 ,3,garaż,apartamentowiec ,4590.0
6456,36.0,poznań,stare miasto,1,0,0,0,1,1 ,1,brak,kamienica ,1900.0
6457,52.0,poznań,rataje,1,0,0,1,1,3 ,2,garaż,apartamentowiec ,4030.0
6459,37.0,poznań,jeżyce,1,0,0,1,1,3 ,2,garaż,blok ,2800.0
6460,55.0,poznań,chartowo,1,0,0,0,1,2 ,3,brak,blok ,2900.0
6461,37.0,poznań,komandoria,1,0,1,0,1,1 ,1,brak,apartamentowiec ,2850.0
6462,86.0,poznań,łazarz,0,1,0,0,0,parter ,3,brak,pozostałe ,6090.0
6463,45.0,poznań,grunwald,1,0,0,1,1,-1,2,brak,blok ,3150.0
6464,20.0,poznań,wilda,1,0,0,0,1,2 ,1,brak,kamienica ,2500.0
6465,58.0,poznań,winogrady,1,0,1,1,1,5 ,3,garaż,blok ,3850.0
6466,24.17,poznań,łacina,1,0,1,1,1,parter ,1,brak,blok ,2400.0
6469,48.2,poznań,chartowo,1,0,0,1,1,parter ,2,strzeżony,blok ,3583.0
6470,50.0,poznań,ogrody,1,0,1,0,1,parter ,2,ulica,szeregowiec ,3300.0
6471,24.37,poznań,rataje,1,0,1,1,1,3 ,1,brak,blok ,2540.0
6472,55.0,poznań,piątkowo,1,0,0,0,1,3 ,3,brak,blok ,2500.0
6474,34.0,gdańsk,jasień,1,0,0,1,1,parter ,1,brak,apartamentowiec ,2620.0
6475,41.0,gdańsk,vii dwór,1,0,0,0,1,1 ,2,brak,szeregowiec ,2990.0
6476,37.0,gdańsk,orunia,1,0,1,1,1,10 ,2,ulica,blok ,2930.0
6477,110.0,gdańsk,oliwa,1,0,0,0,0,1 ,4,strzeżony,kamienica ,6999.0
6478,38.0,gdańsk,osowa,1,0,1,0,1,parter ,2,garaż,blok ,2400.0
6479,32.0,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,3290.0
6482,32.0,gdańsk,zaspa młyniec,1,0,0,1,1,4 ,1,garaż,blok ,2950.0
6483,41.0,gdańsk,jasień,1,0,0,1,1,1 ,2,ulica,blok ,2500.0
6484,33.0,gdańsk,wrzeszcz,1,0,1,1,1,1 ,2,garaż,blok ,3300.0
6485,39.0,gdańsk,jasień,1,0,0,1,1,3 ,2,ulica,blok ,2940.0
6486,29.0,gdańsk,strzyża,1,0,0,0,1,2 ,1,brak,kamienica ,2900.0
6487,23.43,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,2800.0
6488,43.0,gdańsk,jasień,1,0,0,1,1,parter ,2,ulica,apartamentowiec ,3400.0
6490,46.0,gdańsk,wzgórze mickiewicza,1,0,0,1,1,4 ,2,ulica,blok ,3450.0
6491,49.0,gdańsk,jasień,1,0,0,1,1,2 ,2,ulica,blok ,3360.0
6492,72.0,gdańsk,piecki,0,1,1,1,1,-1,3,brak,blok ,3600.0
6494,42.0,gdańsk,orunia,1,0,0,1,1,3 ,2,garaż,blok ,3150.0
6495,58.0,gdańsk,ujeścisko,1,0,1,1,1,3 ,3,brak,blok ,3600.0
6496,60.0,gdańsk,zaspa rozstaje,0,1,0,0,1,-1,3,brak,blok ,1200.0
6498,56.0,gdańsk,śródmieście,1,0,0,0,1,4 ,3,brak,kamienica ,2900.0
6501,72.0,gdańsk,przymorze wielkie,1,0,1,1,1,6 ,3,garaż,blok ,5600.0
6502,39.0,gdańsk,jasień,1,0,0,1,1,3 ,2,ulica,blok ,2940.0
6505,60.0,gdańsk,ujeścisko,0,1,0,0,1,-1,3,brak,blok ,3400.0
6506,37.0,gdańsk,ujeścisko,1,0,0,1,1,1 ,2,garaż,blok ,2600.0
6507,63.0,gdańsk,śródmieście,1,0,0,0,1,3 ,3,identyfikator do strefy płatnego parkowania,kamienica ,3900.0
6509,41.0,gdańsk,vii dwór,1,0,0,0,1,1 ,2,brak,szeregowiec ,2990.0
6511,47.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,1,1,3 ,3,garaż,blok ,3600.0
6513,39.0,gdańsk,kokoszki,1,0,0,0,1,-1,2,ulica,apartamentowiec ,2950.0
6514,27.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,1,brak,blok ,2600.0
6515,52.0,gdańsk,młyniska,1,0,0,0,1,2 ,2,brak,kamienica ,3800.0
6516,41.0,gdańsk,wrzeszcz,0,1,1,1,1,1 ,2,garaż,apartamentowiec ,4280.0
6522,35.0,gdańsk,osowa,1,0,0,0,1,parter ,1,brak,szeregowiec ,1900.0
6526,41.0,gdańsk,jasień,1,0,0,1,1,1 ,2,ulica,blok ,2500.0
6527,47.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,2,ulica,blok ,2500.0
6528,49.0,gdańsk,jasień,1,0,0,1,1,2 ,2,ulica,blok ,3360.0
6539,30.4,gdańsk,ujeścisko,1,0,0,1,1,2 ,1,garaż,blok ,3000.0
6540,50.0,gdańsk,chełm z dzielnicą gdańsk południe,0,1,0,0,1,2 ,1,brak,blok ,3100.0
6552,45.0,gdańsk,ujeścisko,1,0,0,1,1,2 ,2,garaż,pozostałe ,3250.0
6553,41.0,gdańsk,wrzeszcz,0,1,1,1,1,1 ,2,garaż,apartamentowiec ,4280.0
6554,60.0,gdańsk,chełm z dzielnicą gdańsk południe,0,1,1,1,1,4 ,3,ulica,blok ,6401.0
6565,27.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,1,brak,blok ,2600.0
